rank	character	count	cumulative	pinyin	eng
1664	陪	10908	95.5926667114	pei2	to accompany/to keep sb. company
1665	割	10894	95.5982965687	ge1	cut off
1666	揭	10892	95.6039253924	jie1	lift off (a cover)/divulge
1667	韦	10882	95.6095490482	wei2	(surname)/soft leather
1668	悟	10876	95.6151696034	wu4	comprehend
1669	聪	10863	95.6207834403	cong1	quick at hearing/wise/clever/sharp-witted/intelligent/acute
1670	雾	10856	95.6263936597	wu4	fog/mist
1671	锋	10783	95.6319661538	feng1	point or edge of a tool
1672	梯	10738	95.6375153926	ti1	ladder
1673	猫	10724	95.6430573964	mao1	cat/pussy
1674	祥	10724	95.6485994001	xiang2	auspicious/propitious
1675	阔	10722	95.6541403704	kuo4	rich/wide/broad
1676	誉	10683	95.659661186	yu4	reputation
1677	筹	10671	95.6651758001	chou2	a tally/counter/ticket/plan/devise/manage
1678	丛	10665	95.6706873136	cong2	cluster/collection/collection of books/thicket
1679	牵	10641	95.6761864242	qian1	lead along
1680	鸣	10636	95.6816829509	ming2	to cry (of birds)
1681	沈	10628	95.6871753433	chen2/shen3	sink, (surname)/place name
1682	阁	10595	95.6926506818	ge2	council-chamber/shelf
1683	穆	10592	95.69812447	mu4	(surname)/solemn
1684	屈	10591	95.7035977413	qu1	bent/feel wronged
1685	旨	10590	95.7090704959	zhi3	imperial decree/purport/aim/purpose
1686	袖	10564	95.7145298141	xiu4	sleeve
1687	猎	10561	95.7199875819	lie4	hunting
1688	臂	10542	95.7254355307	bi4	arm
1689	蛇	10538	95.7308814125	she2	snake/serpent
1690	贺	10507	95.7363112739	he4	congratulate
1691	柱	10504	95.741739585	zhu4	pillar
1692	抛	10477	95.7471539428	pao1	to throw/to toss/to fling/to cast/to abandon
1693	鼠	10476	95.7525677839	shu3	rat/mouse
1694	瑟	10473	95.7579800746	se4	(mus. instr.)
1695	戈	10456	95.76338358	ge1	(surname)/spear
1696	牢	10454	95.7687860518	lao2	firm/fast
1697	逊	10444	95.7741833557	xun4	to yield
1698	迈	10432	95.7795744582	mai4	take a step
1699	欺	10418	95.7849583258	qi1	take unfair advantage of/to deceive/to cheat
1700	吨	10403	95.7903344415	dun1/dun4	ton, ton
1701	琴	10383	95.7957002216	qin2	(mus. instr.)
1702	衰	10367	95.8010577331	cui1/shuai1	mourning garments, weak/feeble/decline/wane
1703	瓶	10361	95.8064121439	ping2	bottle/(a measure word)/vase/pitcher
1704	恼	10356	95.8117639707	nao3	get mad
1705	燕	10325	95.8170997772	yan1/yan4	(surname)/place name, swallow (a type of bird)
1706	仲	10316	95.8224309327	zhong4	2nd in seniority
1707	诱	10307	95.8277574371	you4	entice/tempt
1708	狼	10295	95.83307774	lang2	wolf
1709	池	10289	95.8383949423	chi2	pond/reservoir
1710	疼	10279	95.8437069767	teng2	(it) hurts/love fondly/ache/pain/sore
1711	卢	10266	95.8490122929	lu2	(surname)
1712	仗	10263	95.8543160587	zhang4	battle
1713	冠	10217	95.8595960524	guan1/guan4	hat/crown/crest/cap, to head
1714	粒	10200	95.8648672608	li4	a grain/a granule
1715	遥	10179	95.8701276167	yao2	distant/remote/far/far away
1716	吕	10156	95.8753760865	lu:3/lv3	(surname)
1717	玄	10151	95.8806219724	xuan2	black/mysterious
1718	尘	10137	95.8858606233	chen2	dust/dirt/earth
1719	冯	10128	95.8910946232	feng2	
1720	抚	10100	95.896314153	fu3	to comfort/touch gently with hand
1721	浅	10088	95.9015274815	jian1/qian3	sound of moving water, shallow
1722	敦	10084	95.9067387428	dun1	kind-hearted, kind-hearted/place name
1723	纠	10064	95.9119396684	jiu1	gather together/to investigate/to entangle/correct
1724	钻	10064	95.9171405939	zuan1/zuan4	enter (a hole)/probe, an auger/diamond
1725	晶	10038	95.9223280831	jing1	crystal
1726	岂	10036	95.9275145387	qi3	how can it be that
1727	峡	10028	95.9326968601	xia2	gorge
1728	苍	10027	95.9378786646	cang1	dark blue/fly/musca/deep green
1729	喷	10027	95.9430604692	pen1/pen4	to puff/to spout/to spray/to spurt, fragrant/sneeze
1730	耗	9999	95.9482278037	hao4	mouse/new/to waste/to spend/to consume/to squander
1731	凌	9999	95.9533951383	ling2	encroach/soar/thick ice
1732	敲	9978	95.9585516204	qiao1	extort/knock/to strike/to knock (at a door)/to hit
1733	菌	9971	95.9637044849	jun1/jun4	germ/bacteria, bacteria/mold/mushroom
1734	赔	9960	95.9688516649	pei2	lose in trade/pay damage
1735	涂	9949	95.9739931602	tu2	to smear/daub, (surname)/to smear/daub/to apply (paint)/to spread
1736	粹	9943	95.9791315548	cui4	pure/unmixed/essence
1737	扁	9917	95.984256513	bian3/pian1	flat/tablet/inscription, (surname)/small boat, Polygonum aviculare
1738	亏	9884	95.9893644172	kui1	deficiency/deficit
1739	寂	9875	95.9944676704	ji4	lonesome
1740	煤	9832	95.9995487019	mei2	coal
1741	熊	9788	96.0046069948	xiong2	bear/to scold/to rebuke
1742	恭	9787	96.0096647709	gong1	respectful
1743	湿	9783	96.0147204799	shi1	moist/wet
1744	循	9768	96.0197684371	xun2	to follow/to adhere to/to abide by
1745	暖	9762	96.0248132935	nuan3	warm
1746	糖	9757	96.0298555661	tang2	sugar/sweets/candy
1747	赋	9723	96.034880268	fu4	poetic essay/taxation/bestow on/endow with
1748	抑	9719	96.0399029027	yi4	to restrain/to restrict/to keep down/or
1749	秩	9713	96.0449224367	zhi4	order/orderliness
1750	帽	9697	96.0499337022	mao4	hat/cap
1751	哀	9693	96.0549429005	ai1	sorrow/grief/pity/to grieve for/to pity/to lament
1752	宿	9693	96.0599520988	su4/xiu3/xiu4	lodge for the night/old/former, (a) night, constellation
1753	踏	9656	96.064942176	ta4	step on
1754	烂	9635	96.0699214008	lan4	overcooked/rotten/soft
1755	袁	9609	96.0748871892	yuan2	(surname)
1756	侯	9585	96.0798405747	hou2	marquis
1757	抖	9584	96.0847934434	dou3	shake out/tremble
1758	夹	9574	96.0897411443	jia1/jia2	clip/folder/hold between/to press from both sides/to place in between, hold between/lined/narrow lane
1759	昆	9557	96.0946800598	kun1	Kunlun mountains, descendant/elder brother
1760	肝	9551	96.0996158746	gan1	liver
1761	擦	9542	96.1045470384	ca1	to wipe/to erase/rubbing (brush stroke in painting)/to clean/to polish
1762	猪	9535	96.1094745847	zhu1	hog/pig/swine
1763	炼	9528	96.1143985134	lian4	refine/smelt, refine
1764	恒	9483	96.1192991869	heng2	permanent
1765	慎	9479	96.1241977931	shen4	cautious
1766	搬	9478	96.1290958826	ban1	remove/transport/move/shift
1767	纽	9466	96.1339877707	niu3	to turn/to wrench/button
1768	纹	9463	96.1388781085	wen2	line/trace/mark
1769	玻	9447	96.1437601776	bo1	glass
1770	渔	9441	96.1486391461	yu2	fisherman/to fish
1771	磁	9433	96.1535139803	ci2	magnetic/magnetism/porcelain
1772	铜	9416	96.1583800291	tong2	copper
1773	齿	9415	96.1632455611	chi3	tooth
1774	跨	9404	96.1681054085	kua4	step across/step astride
1775	押	9401	96.1729637056	ya1	detain in custody
1776	怖	9400	96.1778214859	bu4	terror/terrified/afraid/frightened
1777	漠	9366	96.1826616954	mo4	desert/unconcerned
1778	疲	9364	96.1875008714	pi2	weary
1779	叛	9361	96.1923384971	pan4	to betray/to rebel/to revolt
1780	遣	9335	96.1971626863	qian3	dispatch
1781	兹	9319	96.201978607	zi1	herewith
1782	祭	9316	96.2067929773	ji4/zhai4	offer sacrifice, (surname)
1783	醉	9292	96.2115949448	zui4	intoxicated
1784	拳	9290	96.2163958787	quan2	fist
1785	弥	9276	96.2211895776	mi2	full/to fill, overflowing
1786	斜	9264	96.2259770751	xie2	slanting
1787	档	9248	96.230756304	dang4	cross-piece/official records/grade (of goods)/file/records/shelves
1788	稀	9234	96.2355282979	xi1	diluted/sparse
1789	捷	9225	96.2402956408	jie2	victory/triumph/quick/prompt/rapid
1790	肤	9214	96.245057299	fu1	skin
1791	疫	9202	96.2498127558	yi4	epidemic/plague
1792	肿	9202	96.2545682126	zhong3	swollen
1793	豆	9179	96.2593117834	dou4	bean/peas, bean/sacrificial vessel
1794	削	9169	96.2640501863	xiao1/xue1	to scrape, to reduce/to pare (away)/to cut (down)
1795	岗	9163	96.2687854885	gang3	mound/policeman's beat
1796	晃	9157	96.27351769	huang3/huang4	dazzle, sway/to shade
1797	吞	9142	96.2782421397	tun1	to swallow/to take
1798	宏	9134	96.2829624551	hong2	spacious
1799	癌	9114	96.2876724348	ai2/yan2	cancer, cancer (old pronuniation)/carcinoma
1800	肚	9102	96.2923762131	du3/du4	tripe, belly
1801	隶	9100	96.2970789578	li4	attached to/scribe
1802	履	9091	96.3017770515	lu:3/lv3	shoe/to tread on
1803	涨	9089	96.3064741116	zhang3/zhang4	to rise (of prices, rivers), to swell/distend
1804	耀	9060	96.3111561849	yao4	brilliant/glorious
1805	扭	9054	96.3158351575	niu3	to turn/to twist/to grab/to wring
1806	坛	9049	96.3205115462	tan2	altar
1807	拨	9047	96.3251869013	bo1	to push aside/to appropriate (money)/to move/to set aside/group/batch/to poke/to stir
1808	沃	9047	96.3298622564	wo4	fertile/rich
1809	绘	9039	96.3345334772	hui4	to draw/to paint
1810	伐	9028	96.3391990134	fa2	(v) cut down; fell/(v) dispatch an expedition against; descend upon
1811	堪	9026	96.3438635161	kan1	endure
1812	仆	8976	96.3485021794	pu1/pu2	fall prostrate, servant
1813	郭	8931	96.3531175875	guo1	(surname)/outer city wall
1814	牺	8926	96.3577304116	xi1	sacrifice
1815	歼	8910	96.3623349671	jian1	annihilate
1816	墓	8890	96.366929187	mu4	tomb
1817	雇	8857	96.3715063529	gu4	hire
1818	廉	8854	96.3760819685	lian2	incorrupt/inexpensive
1819	契	8845	96.380652933	qi4	contract
1820	拼	8842	96.3852223472	pin1	piece together/stake (all)/spell/join together
1821	惩	8839	96.389790211	cheng2	punish/discipline
1822	捉	8838	96.394357558	zhuo1	to clutch/to grab/to capture
1823	覆	8795	96.3989026833	fu4	to cover/to overflow/to reply to a letter/to overturn/to capsize
1824	刷	8773	96.4034364392	shua1/shua4	brush, to select
1825	劫	8752	96.4079593427	jie2	plunder
1826	嫌	8748	96.4124801791	xian2	to dislike/to suspect
1827	瓜	8740	96.4169968812	gua1	melon/claw/gourd/squash
1828	歇	8733	96.4215099658	xie1	to rest
1829	雕	8713	96.4260127146	diao1	engrave, engrave/shrewd, golden eagle
1830	闷	8708	96.4305128796	men1/men4	smother/stuffy, melancholy
1831	乳	8701	96.435009427	ru3	breast/milk
1832	串	8695	96.4395028738	chuan4	to string together/to mix up/to conspire/to connect/(a measure word)/string
1833	娃	8662	96.4439792666	wa2	baby/doll
1834	缴	8659	96.4484541091	jiao3	hand in/hand over
1835	唤	8657	96.452927918	huan4	to call
1836	赢	8657	96.4574017269	ying2	to beat/to win/to profit
1837	莲	8650	96.4618719183	lian2	lotus
1838	霸	8639	96.4663364251	ba4	feudal chief/rule by force/tyrant/lord/master/hegemon/usurp
1839	桃	8639	96.4708009319	tao2	peach
1840	妥	8634	96.4752628547	tuo3	secure/sound
1841	瘦	8632	96.479723744	shou4	tight/thin/lean
1842	搭	8626	96.4841815326	da1	build (scaffolding)/take (boat, train)/hang/join/match/take passage
1843	赴	8594	96.488622784	fu4	go towards/go to/attend (a banquet, etc.)/to go
1844	岳	8577	96.4930552501	yue4	(surname)/mountain/wife's father, mountain
1845	嘉	8576	96.4974871995	jia1	excellent
1846	舱	8575	96.501918632	cang1	cabin/the hold of a ship or airplane
1847	俊	8543	96.5063335274	jun4	smart/eminent/handsome/talented
1848	址	8541	96.5107473892	zhi3	location/site
1849	庞	8531	96.5151560832	pang2	(surname)/huge/enormous/tremendous
1850	耕	8525	96.5195616765	geng1	to plow/to till
1851	锐	8522	96.5239657194	rui4	acute
1852	缝	8512	96.5283645945	feng2/feng4	to sew/to stitch, crack/seam
1853	悔	8485	96.5327495163	hui3	regret
1854	邀	8484	96.5371339214	yao1	invite to come
1855	玲	8475	96.5415136754	ling2	(used in compounds)/tinkling of gem-pendants
1856	惟	8469	96.5458903287	wei2	-ism/only
1857	斥	8464	96.5502643981	chi4	blame/reprove/reprimand
1858	宅	8464	96.5546384675	zhai2	residence
1859	添	8460	96.5590104697	tian1	to add/to increase/to replenish
1860	挖	8449	96.5633767873	wa1	to dig/to excavate/to scoop out
1861	呵	8433	96.5677348364	a1/he1	(phonetic particle), expel breath/my goodness
1862	讼	8410	96.5720809994	song4	litigation
1863	氧	8401	96.5764225113	yang3	oxygen
1864	浩	8387	96.5807567882	hao4	grand/vast (water)
1865	羽	8366	96.5850802126	yu3	feather
1866	斤	8365	96.5894031203	jin1	catty/weight equal to 0.5 kg
1867	酷	8345	96.5937156922	ku4	ruthless/strong (as of wine)/(slang loan from English) cool, great
1868	掠	8343	96.5980272306	lue4/lue3	plunder
1869	妖	8337	96.6023356683	yao1	goblin/witch/devil/bewitching/enchanting/monster/phantom
1870	祸	8336	96.6066435892	huo4	disaster
1871	侍	8320	96.6109432415	shi4	attend on
1872	乙	8313	96.6152392763	yi3	B (in a sequence of examples involving A, B, C, etc.)/2nd heavenly stem/2nd in order
1873	妨	8311	96.6195342776	fang2	hinder/harm
1874	贪	8304	96.6238256613	tan1	greedy
1875	挣	8297	96.6281134276	zheng1/zheng4	struggle, to earn/to make (money)
1876	汪	8294	96.6323996435	wang1	(surname)/expanse of water/ooze
1877	尿	8292	96.6366848258	sui1/niao4	urinate/urine
1878	莉	8289	96.6409684578	li4	jasmine
1879	悬	8282	96.6452484723	xuan2	hang/suspend
1880	唇	8279	96.6495269364	chun2	lip
1881	翰	8279	96.6538054006	han4	pen
1882	仓	8275	96.6580817976	cang1	barn/granary/storehouse/cabin/hold (in ship)
1883	轨	8273	96.662357161	gui3	course/path/track/rail
1884	枚	8270	96.666630974	mei2	M for small objects
1885	盐	8266	96.67090272	yan2	salt
1886	览	8259	96.6751708484	lan3	look over/to view
1887	傅	8256	96.6794374265	fu4	(surname)/tutor
1888	帅	8249	96.683700387	shuai4	handsome/graceful/smart/commander in chief
1889	庙	8220	96.6879483608	miao4	temple/monastery
1890	芬	8218	96.6921953011	fen1	fragrant
1891	屏	8208	96.6964370735	bing3/ping2	get rid of/put aside/reject/keep control/hold back, (standing) screen
1892	寺	8200	96.7006747116	si4	Buddhist temple
1893	胖	8184	96.7049040811	pang4	fat/plump
1894	璃	8176	96.7091293164	li2	colored glaze/glass
1895	愚	8144	96.7133380145	yu2	stupid
1896	滴	8104	96.7175260412	di1	a drop/to drip
1897	疏	8101	96.7217125176	shu1	negligent/sparse/thin
1898	萧	8097	96.7258969269	xiao1	mournful
1899	姿	8092	96.7300787522	zi1	beauty/disposition/looks/appearance
1900	颤	8080	96.7342543761	zhan4/chan4	to tremble/to shiver/to shake/to vibrate
1901	丑	8067	96.7384232817	chou3	2nd Earthly Branch/clown/Chou (surname), shameful/ugly/disgraceful
1902	劣	8067	96.7425921874	lie4	inferior
1903	柯	8061	96.7467579924	ke1	(surname)/handle of axe/stem
1904	寸	8056	96.7509212134	cun4	a unit of length/inch/thumb
1905	扔	8045	96.7550787498	reng1	throw
1906	盯	8041	96.7592342191	ding1	stare/gaze
1907	辱	8029	96.763383487	ru3	disgrace/insult
1908	匹	8025	96.7675306877	pi1/pi3	mate/one of a pair, (measure word for horses, mules, a bolt of cloth)/ordinary person
1909	俱	8024	96.7716773716	ju1/ju4	entirely/without exception, a social club
1910	辨	8023	96.7758235387	bian4	distinguish/recognize
1911	饿	7992	96.7799536855	e4	to be hungry/hungry
1912	蜂	7989	96.784082282	feng1	bee/wasp
1913	哦	7980	96.7882062273	e2/o2/o4	to chant, oh is that so
1914	腔	7975	96.7923275888	qiang1	cavity of body/tune
1915	郁	7968	96.7964453327	yu4	(surname)/elegant, dense (growth)/melancholy
1916	溃	7962	96.800559976	kui4	be dispersed/break down
1917	谨	7960	96.8046735856	jin3	cautious
1918	糟	7960	96.8087871953	zao1	dregs/to waste/spoil, to waste/spoil
1919	葛	7952	96.8128966707	ge2/ge3	coarse grass linen, (surname)
1920	苗	7946	96.8170030454	miao2	(surname)/Miao tribe/sprout
1921	肠	7939	96.8211058026	chang2	intestines
1922	忌	7938	96.825208043	ji4	avoid as taboo/jealous
1923	溜	7935	96.829308733	liu1	slip away/to skate
1924	鸿	7931	96.8334073559	hong2	eastern bean goose/great/large
1925	爵	7902	96.837490992	jue2	nobility/(ancient wine holder with 3 legs and loop handle)
1926	鹏	7895	96.8415710107	peng2	large fabulous bird
1927	鹰	7890	96.8456484454	ying1	eagle/falcon/hawk
1928	笼	7888	96.8497248465	long2	basket/cage
1929	丘	7886	96.8538002141	qiu1	Confucius/given name/mound, earthenware, earthenware vessel
1930	桂	7877	96.8578709306	gui4	Cinnamonum cassia
1931	滋	7874	96.8619400968	zi1	excite/nourish/this
1932	聊	7865	96.8660046119	liao2	to chat/to have a chat/to kill time
1933	挡	7851	96.8700618919	dang3/dang4	hinder/resist/obstruct/hinder/cover/keep off/a cover/to block/to get in the way of, arrange/put in order
1934	纲	7832	96.8741093531	gang1	head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program
1935	肌	7830	96.8781557807	ji1	flesh/muscle
1936	茨	7823	96.8821985908	ci2	Tribulus terrestris/thatched hut
1937	壳	7813	96.8862362331	ke2/qiao4	shell, shell
1938	痕	7805	96.8902697411	hen2	scar/traces
1939	碗	7773	96.8942867119	wan3	bowl/cup
1940	穴	7772	96.898303166	xue2	hole/cave
1941	膀	7731	96.9022984319	bang3/bang4/pang1/pang2	upper arm/wing, to flirt, puffed (swollen), bladder
1942	卓	7714	96.9062849124	zhuo2	(surname)/outstanding
1943	贤	7713	96.9102708761	xian2	worthy (person)
1944	卧	7696	96.9142480545	wo4	to lie/to crouch
1945	膜	7694	96.9182241994	mo2	(n) membrane; film
1946	毅	7686	96.9221962099	yi4	perseverance
1947	锦	7682	96.9261661533	jin3	brocade/embroidered work/bright
1948	欠	7682	96.9301360967	qian4	deficient/owe/to lack/yawn
1949	哩	7677	96.9341034562	li1/li3/li	(onomat.), mile, (part. for continued state)
1950	函	7672	96.9380682317	han2	envelope/case/letter
1951	茫	7659	96.9420262891	mang2	vague/vast
1952	昂	7637	96.9459729772	ang2	high/raise (head), high/soaring/raise/lift/expensive/to raise one's head
1953	薛	7630	96.9499160477	xue1	(surname)/wormwood
1954	皱	7609	96.9538482658	zhou4	to wrinkle/wrinkled/to crease
1955	夸	7594	96.9577727321	kua1	to boast
1956	豫	7590	96.9616951313	yu4	beforehand/prepare
1957	胃	7533	96.9655880737	wei4	stomach
1958	舌	7511	96.9694696469	she2	tongue
1959	剥	7504	96.9733476025	bo1/bao1	peel/to skin
1960	傲	7503	96.9772250414	ao4	proud/overbearing/insolent/arrogant
1961	拾	7497	96.9810993795	shi2	pick up/ten (fraud-proof)
1962	窝	7456	96.9849525295	wo1	nest
1963	睁	7454	96.9888046459	zheng1	to open (eye)
1964	携	7449	96.9926541784	xie2	to carry/to take along/to bring along/to hold (hands)
1965	陵	7436	96.9964969926	ling2	mound/tomb/hill/mountain
1966	哼	7419	97.0003310216	heng1/hng	hum, (interj. of contempt)
1967	棉	7416	97.0041635001	mian2	cotton
1968	晴	7405	97.007990294	qing2	clear/fine (weather)
1969	铃	7404	97.0118165712	ling2	(small) bell
1970	填	7401	97.0156412979	tian2	to fill in
1971	饲	7399	97.0194649912	si4	to raise/to rear/to feed
1972	渴	7395	97.0232866172	ke3	thirsty
1973	吻	7395	97.0271082433	wen3	kiss/mouth
1974	扮	7372	97.0309179833	ban4	to disguise oneself/to dress up/adorn
1975	逆	7339	97.0347106694	ni4	contrary/opposite/backwards/to go against/to oppose/to betray/to rebel
1976	脆	7336	97.0385018052	cui4	crisp/brittle/clear and loud voice
1977	喘	7320	97.0422846724	chuan3	to gasp/to pant/asthma
